Photo Profile;User Name;Sentimen;Sejak Comment;Comment;Jumlah Like Comment
https://lh3.googleusercontent.com/a-/ALV-UjUWGzbS9LseRQroQwhskvtvjIsvURsF3augc70fRiW0jLA=w45-h45-p-rp-mo-ba6-br100;Reni Purnama Sari;Positive;setahun lalu;Di rooftopnya ada taman hijau luas dan air terjun. Seger.;9
https://lh3.googleusercontent.com/a-/ALV-UjWks9KhMmuwYNeG1GQctng8Zgwt9mVGBb6QqzrHB8T4nOE=w45-h45-p-rp-mo-ba4-br100;Nana Chan;Positive;setahun lalu;Air terjun di lantai atas sangat indah, ada juga kebun binatang mini. Anda pun dapat berbelanja berbagai brand hampir dari seluruh dunia bahkan lokal disini.;0
https://lh3.googleusercontent.com/a/ACg8ocIFVcPtbRYdhIF3GsL7PCgRJcR2ueuxnBhMB8CUrVXZ=w45-h45-p-rp-mo-ba5-br100;Ayu Kusuma;Positive;setahun lalu;Dengan kearifan alam yg terwakiki dari beberapa spot disini.. ambiencenya jadi mirip diluar negeri gitu.. semuanya rapi dan bersih. Musholla ada di lantai teratas dekat air terjun.;2
https://lh3.googleusercontent.com/a-/ALV-UjVm_dtoRXPpT-YISEnZj3l4V_HaAmMorufLDixZ3Gpe_mB8=w45-h45-p-rp-mo-ba4-br100;Helda Septiana;Positive;sebulan lalu;Tersedia brand2 luar negeri dgn brbagai merk.;0
https://lh3.googleusercontent.com/a/ACg8ocLEWSXjEYdC7E9oictUMqEpGZh3KE6MCOx0E9ZS1fqZ=w45-h45-p-rp-mo-br100;Kevin Yung;Positive;4 bulan lalu;Tempat yang asik buat hang out bareng keluarga maupun teman-teman;0
https://lh3.googleusercontent.com/a-/ALV-UjUR59oDMr9wsB90-WmLbm2D8jHjSA9JjtBmRVhSX04KBYo=w45-h45-p-rp-mo-ba5-br100;Davin Abiel Ginting;Positive;9 bulan lalu;Parkirnya emang kecil kecil, tapi kalau dapat yang di atas bagus, mallnya ada dua bangunan, satu banyak resto sama ada taman diatasnya satu ada toko pakaian dll.;4
https://lh3.googleusercontent.com/a-/ALV-UjVogYmhv3hb5xiP5zXZvv0-TFP_2l1e0bSxZNk32QFg5Xw=w45-h45-p-rp-mo-ba5-br100;Kemala Dwitania;Positive;4 tahun lalu;Mallnya oke.. barang2 lokal sama branded luar juga ada di situ. Toiletnya besih dan cantik.. tapi klo musholanya terakhir kesana emang kecil sih kurang mengakomodasi.. di mall ini juga ada tempat iceskating, tempat fitness, ada kaya mini …;44
https://lh3.googleusercontent.com/a-/ALV-UjXnbWDxG2HIrU6h1VdhhiDMc85s9LIU4WFxtmM6yduQJQh1=w45-h45-p-rp-mo-ba6-br100;a tendi;Positive;2 tahun lalu;Selalu rame apalagi longweekend bikin macet area sukajadi stbudhi hehehe;0
https://lh3.googleusercontent.com/a-/ALV-UjUkEgl8eDI0rT6HmDTkEDvL1akhPIttWrpIZ-xrMadt-nU=w45-h45-p-rp-mo-ba4-br100;Sisi Harliansi;Positive;4 tahun lalu;Mall yang jadi icon nya kota Bandung.;0
https://lh3.googleusercontent.com/a-/ALV-UjWlo_f-U2Ffo36AxvTT1MsUUAvw1DcSN9P9INHbBgBKBOQ=w45-h45-p-rp-mo-ba5-br100;Jimmy Lobianto;Positive;8 bulan lalu;Berkali-kali kesini tetap masih asik dan nyaman. Pilihan makanan masih banyak, shopping juga banyak, seru deh.;0
https://lh3.googleusercontent.com/a-/ALV-UjXCcDUPuPlJYMziiVCPZf1P-HVJe0u7nSfnZM8uul7iwjDU=w45-h45-p-rp-mo-ba7-br100;Harry Makertia;Positive;setahun lalu;Tempat ini adalah tujuan utama bagi orang yang datang ke Bandung untuk belanja. Konsep mall yang berbeda, dengan food court di bagian depan dan lantai bawah membuat tempat ini enak untuk dieksplore. …;7
https://lh3.googleusercontent.com/a-/ALV-UjVcoB-73vW_iSgJV8r270CYgAGWwWYjncVNAMN_nivtvWg=w45-h45-p-rp-mo-ba2-br100;Gorivana;Positive;setahun lalu;Salah satu mal favorit saya di Bandung. Letaknya yg berada di area utara Bandung, yg notabene-nya identik dgn area wisata bernuansa alam, membuat PVJ mengusung konsep serupa. Terdapat area hijau yg relatif luas, dilengkapi dgn taman, air …;3
https://lh3.googleusercontent.com/a-/ALV-UjU_3gYBga625hwJPo-AI4LWrXQxBy3SLDwOaXz_JrQJurA=w45-h45-p-rp-mo-ba5-br100;Fajar Nazmi;Positive;2 tahun lalu;Tanggal kunjungan: 24 Desember 2020 (Dalam situasi darurat Covid-19 & PSBB Kota Bandung);0
https://lh3.googleusercontent.com/a-/ALV-UjVpKeBEZGfeiK8vF4HvENTbO01acPuDHPK1pCKLwhO75249=w45-h45-p-rp-mo-ba5-br100;Aditya Eka Prasetyo;Positive;5 bulan lalu;Buat nongkrong di malam hari juga nenyenangkan, berderet lampu-lampu di atas parkiran nambah point suasana semarak. Di sekitarnya berderet resto yang menyediakan pilihan tempat duduk dengan ruangan ber-ac atau di udara terbuka di samping halaman parkir.;0
https://lh3.googleusercontent.com/a-/ALV-UjVjXsnjQ5qPR4eYavIQQ3dyiuJxm6tsuL1mFKbVaJ1HvFct=w45-h45-p-rp-mo-ba4-br100;Juniar Alisa;Positive;4 bulan lalu;Banyak tenant bagus, ada taman dan air mancur buatan juga;0
https://lh3.googleusercontent.com/a-/ALV-UjWUwhk7ftI1IEKK9as4OJnB_EyPy8OvR_OFF6s3GufSsfQ=w45-h45-p-rp-mo-ba4-br100;beynurul Hasibuan;Positive;5 tahun lalu;Mall bagus yang tidak kalah jauh dengan lay out dan udara di luar negeri. Tempatnya luas bagus banyak event acara. Toiletnya jauh banget kalau orang tua atau yang kebelet pasti kasian karena ujung ke ujung. Semoga toilet diperbanyak di dekat outlet2 nya supaya gak kejauhan.;4
https://lh3.googleusercontent.com/a-/ALV-UjU0x3zHk623LxQJ8hq3nDauoApXxjEnZ4Q-71MIn--h5vs=w45-h45-p-rp-mo-br100;Trian Aslan;Positive;6 bulan lalu;Seru untuk ngajak main anak, lumayan tp harganya tp puas dengan situasi dan pelayanannya;0
https://lh3.googleusercontent.com/a-/ALV-UjU5bfNmayATpfm8ui7awmp0vBWIEWdeRRlNL9-wHR6f6pc=w45-h45-p-rp-mo-ba5-br100;Yolla Fitriananda;Positive;setahun lalu;Area mallnya ada yang indoor dan semi outdoor.;0
https://lh3.googleusercontent.com/a-/ALV-UjUrfajggZNHsMEtpCNrUaljoTiGwckjY2R6z_TUTBCaCcI=w45-h45-p-rp-mo-ba3-br100;Si Comel Banget;Positive;3 tahun lalu;Pvj adalah mall legendaris yang sangat terkenal, kalau ke Bandung jangan lupa buat mampir kesini. Mall ini semi outdoor yang murutku sangat unik designnya dibandingkan mall-mall pada umumnya. Di pvj ini sangat lengkap ya ada pusat …;21
https://lh3.googleusercontent.com/a-/ALV-UjXaqAl_JY0cU8hXBVuyaPlkDvNXeX2AMOg2owXS_uWdfA=w45-h45-p-rp-mo-ba3-br100;Wydiana Santikasari;Positive;10 bulan lalu;Seru main ke sini jalan jalan bareng ama bestie seru seruan belanja tempatnya enak adem;28
https://lh3.googleusercontent.com/a-/ALV-UjUtng8z_Mn2fmuffE5VtiLagI672ah_h4BqUV5mtBEWxf4=w45-h45-p-rp-mo-ba4-br100;Wahyu St;Positive;4 bulan lalu;Mall konsep unik di Bandung. Udah keberapa kali ke sini, masih kangenin. Walau sudah berdiri lama, namun masih tak bosan ke sini. Toiletnya buat terkagum2 karena toilet identik tertutup dan hanya pintu dan dinding. Toiletnya disuguhi pemandangan kolam ikan, didesain cukup estetik dan sirkulasi udara yang baik.;0
https://lh3.googleusercontent.com/a-/ALV-UjWx3JOqM_8zhYmtbSEvx_q1EWa4kQLvyLppTatb96zUb_M=w45-h45-p-rp-mo-ba5-br100;Badut Ka Jhon;Positive;3 bulan lalu;Selalu keren buat jalan bareng kelurga;4
https://lh3.googleusercontent.com/a/ACg8ocJQbnPCnPX984OAWrMpHnICVXJOfVBxcPgCrVlhy2eX=w45-h45-p-rp-mo-ba3-br100;Anggara Kasih;Positive;sebulan lalu;Mall favorit saat berkunjung ke bandung. Restoran nya enak2 dan lengkap. Toko fashion dan perhiasan di sini punya koleksi yang bagus.;0
https://lh3.googleusercontent.com/a-/ALV-UjUxKsWFUx63KPmERYzybhysLfNCjmT_PfPxsNEDI_pn35o=w45-h45-p-rp-mo-ba4-br100;Santi Ss;Positive;setahun lalu;Pvj mall yang ga pernah sepi dari pengunjung,ada kue kering kesukaan ku juga ternyata🥰🤗kalo kesini kudu siap2 fisik hehe soalnya lega alias LUAS.... dan ga lupa dompet harus tebel. Cuman sayang nya kurang adem menurut saya. …;0
https://lh3.googleusercontent.com/a-/ALV-UjVqVlQOgn26Y8rL6boiRoWfLkYP8XHh5soKC5AKKEPXy0k=w45-h45-p-rp-mo-br100;NengAnisa111201 Nisa;Positive;3 bulan lalu;Kemarin kesini minggu ramai banget firstime sih kesini karna pengen liat the moon di cgv nya agak trauma kesini soalnya orang orang disini lebih ke menengah ke atas gue disarankan untuk yang punya duit wkwkwk;0
https://lh3.googleusercontent.com/a-/ALV-UjVAMtRQ3bO1IEKkkC989Gg10DTF8kfP5zD0eFrizCL-TDk=w45-h45-p-rp-mo-ba4-br100;Sebastian Surya Darma;Positive;5 bulan lalu;Mall yang sangat besar dan lengkap di kota Bandung;3
https://lh3.googleusercontent.com/a-/ALV-UjXcbe8VF3nTDNt6CrPWuO15dr9JBojVO4xdxkNmJWxkzIQ=w45-h45-p-rp-mo-ba5-br100;Asma Chu;Positive;setahun lalu;Supermall di bandung. Ada taman di dalam mal. Banyak tenant makanan dan pakaian.;0
https://lh3.googleusercontent.com/a/ACg8ocKUU7_K3z6JPyk6ojzLKT1zQTPj8fBHIR6TmfXNKs9n=w45-h45-p-rp-mo-br100;Dwiharsi Kiranawulan;Positive;seminggu lalu;Cakep, nyaman, komplit segala keperluan ada termasuk tempat rekreasi anak;0
https://lh3.googleusercontent.com/a-/ALV-UjXONP7uRHWDX_VaAjCs6eRd_zcleN4ShLaFpv1xsWTTPmPN=w45-h45-p-rp-mo-ba2-br100;Mitha Oktavianni;Positive;setahun lalu;Mall nya luas banget, lengkap, tapi sayang di musholla tidak disediakan mukena atau sarung.;2
https://lh3.googleusercontent.com/a/ACg8ocKETIK3fUMSz0bXT3rAXjWfD_W8ElZ9FfolORxvjroR4g=w45-h45-p-rp-mo-br100;Rani Muslimawati;Positive;sebulan lalu;Tempat yg nyaman...;0
https://lh3.googleusercontent.com/a-/ALV-UjXtHSjfk1qr2VYn3GQnn1dS8GTMTjT_cbs2KVPGqOlcc2g=w45-h45-p-rp-mo-ba6-br100;Luh Ayu;Positive;3 tahun lalu;Ini pertama kalinya sih ke mall dengan konsep seperti ini, beda banget sama mall-mall yang pernah aku datengi sebelumnya.;0
https://lh3.googleusercontent.com/a-/ALV-UjUjmQdiAuffxNGFjlTSGW9nlcgAUz1v47AvZa1SW5ab2DY=w45-h45-p-rp-mo-ba4-br100;muhamad “Daniel” saefuloh;Positive;2 tahun lalu;Kalau belanja keseni,harus siap fisik, butuh waktu minimal 2 jam untuk sekedar keliling area mall. Kalau naik lift lantai RL dan turun di lantai S1 nanti bisa lihat wahana air terjun buatan yang mirip dengan aslinya. Banyak wahana swafoto di lantai S1.;5
https://lh3.googleusercontent.com/a/ACg8ocICDXSqyBdCktAp1cmRP7lkbUA044Kzg4_ZpK6cnrJv=w45-h45-p-rp-mo-ba4-br100;Guido WijayA;Positive;setahun lalu;Mal ini letaknya strategis menjelang pintu keluar tol Pasteur...apalagi buat mereka yang menggunakan travel.. …;0
https://lh3.googleusercontent.com/a-/ALV-UjV5C2xrRafqZDiOMP1EXE6xzSc1MmXLVK-5VKNxLXXgy2LN=w45-h45-p-rp-mo-ba5-br100;Elisha Simanjuntak;Positive;4 tahun lalu;Wow dan unik. Suka banget dengan penataan outlet dan dekorasi mallnya. Pas banget dateng sblm halloween jadi ada rekor labu dan tema halloween lainnya. Salah satu mall yg must visit sih di Bandung!;4
https://lh3.googleusercontent.com/a-/ALV-UjW0Y5bRycDMo4MlO3BMHxM2ltpXGWh-sWRvDF7lkhGtvOE=w45-h45-p-rp-mo-ba2-br100;Eryaldi Putra Yudensi;Positive;2 minggu lalu;Parkir untung untungan kadang cepet dapet kadang susah harus selap selip untuk motor, wc nya kurang jauh;0
https://lh3.googleusercontent.com/a-/ALV-UjWg8Cy6zu1tclHjknbd3weH6aLQQXDqGrkIr-h-3C7Ucxw=w45-h45-p-rp-mo-br100;septiyanto kewell;Positive;2 tahun lalu;Ini adalah tempat salah satu terkenal di bandung konsep mall yang selalu ramai pengujung. Kesini kemarin bareng rekan kerja sekalian acara kondangan rekan kerja juga, dan tidak lupa kita mampir di pusat belanja mall paris van java, sekalian …;12
https://lh3.googleusercontent.com/a-/ALV-UjWcJOyA1pJ6eQDATSeZixQ8y-pwoze0cems8FjJIJcBD6WT=w45-h45-p-rp-mo-ba4-br100;Ragid Pramudia-Agus;Positive;2 tahun lalu;Pvj favorit banget kalo lagi di bandung, sering kesini tapi jarang belanja ehehehe.;0
https://lh3.googleusercontent.com/a/ACg8ocKMWmWpkGF2_ryvAMBBu1XCWT0kycHe4V0nJGjdkv5I=w45-h45-p-rp-mo-ba4-br100;Kurnia Nababan;Positive;4 bulan lalu;Mall nya besar dan banyak kulineran disini 👍;0
https://lh3.googleusercontent.com/a-/ALV-UjUxgE-QlgG7bK77Oa2pHd3SSP-7nzijAW5qZIXRg7jTIQ=w45-h45-p-rp-mo-ba5-br100;Adi Perdana;Positive;4 tahun lalu;Mall yang luas dengan banyak tenant ternama di dalamnya. Suasana di dalam sangat nyaman, karena memiliki ceiling ruangan yang relatif tinggi.;0
https://lh3.googleusercontent.com/a-/ALV-UjXgBHBIn1loe3lc-S0io2P7tThlR1sr7CPf2nC8eflQLREt=w45-h45-p-rp-mo-ba6-br100;Acep;Positive;5 tahun lalu;Mall yg cukup unik karna selain tempat belanja,bermain dengn Anak,nonton dll Mall ini juga tersedia Edukasi Buat Anak ada Mini zoo,Bird park.Cat dll.Jadi Tambah Seru Bawa anak bermain di sini 👍 …;6
https://lh3.googleusercontent.com/a-/ALV-UjWyoNKAbygolYhyyaycyO4eoLtMuSeR1JrbiGezAqMSvDg=w45-h45-p-rp-mo-ba4-br100;Tulus Aritonang;Positive;6 bulan lalu;Sdh bbrp kali kesini...;0
https://lh3.googleusercontent.com/a-/ALV-UjWDZ2xI4abq8GxjIylVRlhiy_PFHsIsVROAeal9kGJ8nGg=w45-h45-p-rp-mo-ba5-br100;Lukman El Hakim;Positive;1 hari lalu;Tempat luas,;4
https://lh3.googleusercontent.com/a-/ALV-UjWxZPAtx9zHTsCJ1RwLeRYflb_VCEgxXJrupB9O5STA9Z0=w45-h45-p-rp-mo-ba4-br100;Abu Faiz;Positive;4 bulan lalu;Tempatnya luas, komplit rame, tenant makanannya di setiap sudut ada, rasa enak cuma harga saja beberapa lebih mahal saja dibanding ditempat yang lain, mungkin karena mall besar dan elit. Rekomended untuk dikunjungi dan buang penat karena pemandangan mall yang cantik.;0
https://lh3.googleusercontent.com/a/ACg8ocJ4BTjr_C9cB8-OKyFItFbJPVmsgHIaxTeO04KuqdjhUQw=w45-h45-p-rp-mo-ba4-br100;A Arief (A R 1 3 F);Positive;2 minggu lalu;Mal dengan konsep lebih terbuka tapi nyaman. Konsep tenant nya seperti lagi exploring stand pameran, tapi seru dan beda! 😄;0
https://lh3.googleusercontent.com/a-/ALV-UjWm2ZwOWSdv2GoSvdApm-SCKfqMYcpNFkVnpaUYW984ZCY=w45-h45-p-rp-mo-ba3-br100;Atho Forest;Positive;6 bulan lalu;Tempat shooping nyaman, sambil bawa bocil main, ada icekiiting jg loh;0
https://lh3.googleusercontent.com/a-/ALV-UjX0RZQk0q-08mCKAVtO2tEE7VqON2QEIcHbc-mbfE-zSf7g=w45-h45-p-rp-mo-ba5-br100;Rudy Gunawan;Positive;11 bulan lalu;Salah satu mall terbesar di Bandung. Menyediakan mal dengan tema indoor dan outdoor. Fashionable banget dan cocok untuk dijadikan sebagai salah satu tempat yang wajib dikunjungi saat berada di kota Bandung;0
https://lh3.googleusercontent.com/a-/ALV-UjXfcO5K_2FY7-sdGA5aurDuYkstY6WXDlMfbz2LzGCp68g=w45-h45-p-rp-mo-ba5-br100;Rizki Nasibu;Positive;sebulan lalu;Masih ramai, hanya parkiran Roda 2 jauh di bawah;0
https://lh3.googleusercontent.com/a-/ALV-UjVRSqksQDxBIVOimu8iIP401valAoEFwI2He5UD3p9xIsuB=w45-h45-p-rp-mo-ba4-br100;Randy Ndie;Positive;4 tahun lalu;Salah satu mall favorite buat hangout bnyak bgt makanan di sini. Awas nyasar ya saking gede nya ini mall..;0
https://lh3.googleusercontent.com/a-/ALV-UjU2zT-wEGqMDcWgeeYDftn8ei3nmoAPdDwOczzhO3oIIADj=w45-h45-p-rp-mo-br100;Diah Kusumawardhani;Positive;3 bulan lalu;Mallyg cukup besar..dn bgus;0
https://lh3.googleusercontent.com/a/ACg8ocJBrUjrF9jZ9-08PD36kj65B-BZNGwVe3dXKXrIEBw7vos=w45-h45-p-rp-mo-ba2-br100;Civa Silvia M;Positive;2 bulan lalu;Paling seneng kalo ke PVJ makan di Restoran ZUKI SUKI, menu nya berpariasi harganya worth it kualitasnya premium dari suki yg lain, ice skating seru bgt apalagi taman taman nya 🥰 …;0
https://lh3.googleusercontent.com/a-/ALV-UjVpQ1khNw8l5bKpO-c3K1-ip3rCH_XFvFr6j5NGipPyjsA=w45-h45-p-rp-mo-ba4-br100;Cici Farida;Positive;setahun lalu;Pertama kali kesini tempatnya bagus dan luas, disini pun surga nya barang2 branded, mulai dari skincare,makeup,pakaian,sepatu dll, karna mungkin kalo dibandung disini sih yang paling lengkap, lahan parkir nya luas;0
https://lh3.googleusercontent.com/a-/ALV-UjX_ExM4KaN1J5Ekxl8MqW_a11ssjAHPHprYnoC4nbewf4g=w45-h45-p-rp-mo-ba2-br100;dian ramdhanii;Positive;seminggu lalu;Mudah di jangkau, mall lengkap, parkiran luas, terdapat pangkalan taxi bluebird;0
https://lh3.googleusercontent.com/a-/ALV-UjWcg60NGmxdf2_5PJcZ-ZAIDTBIu1hMBgsaCaX9GIvwjFk=w45-h45-p-rp-mo-ba6-br100;Ricky Heri Mihardja;Positive;3 tahun lalu;⭐⭐⭐⭐⭐;0
https://lh3.googleusercontent.com/a-/ALV-UjUdoj8E8l43HIMspxSnRUI70e76Kx9unG40rOqjtYXrkYg=w45-h45-p-rp-mo-ba4-br100;Amalia Marina;Positive;6 bulan lalu;Kalau yang sudah sering kesini mungkin gak bakalan bingung dengan toko-tokonya, lumayan luas, juga di lantai atas ada air terjun, ice skating, taman, mall yg mengusung konsep outdoor+ banyak tanaman bikin betah di mall tersebut karena berasa gak di mall tapi juga jalan2 ke taman.;0
https://lh3.googleusercontent.com/a-/ALV-UjWTPp9zxj3cI1PLXP4biZyLTqOxatuC-g3bGvhfKaKt3Q=w45-h45-p-rp-mo-ba3-br100;Rava Ramadhan;Positive;4 tahun lalu;Tempat wajib yang harus selalu saya kunjungi ketika dibandung, mall yang berkonsep modern dengan nuansa hutan tropis, air terjun, beberapa flora dan fauna, ditambah dengan udara yang sejuk, membuat saya betah untuk berlama lama berada di PVJ ❤️❤️❤️;5
https://lh3.googleusercontent.com/a-/ALV-UjWsbE7jp73K4gcx-eyAcSkqdw3sr8w8j5x9x6rIuayHC8w=w45-h45-p-rp-mo-ba4-br100;billy febrians;Positive;setahun lalu;"Tempatnya asyik... Selain bisa belanja kebutuhan, juga bisa menikmati keindahan se isi gedung yg sangat menakjubkan.. Pokoknya... ""TONG NYEBUT PERNAH KA BANDUNG LAMUN CAN NINCAK PVJ ""... TRINKKK......";8
https://lh3.googleusercontent.com/a-/ALV-UjVux-BfKGHkb2jhUG1h5GcR-EG0IevzQVfmhdPtK8fMZA=w45-h45-p-rp-mo-ba2-br100;Gina Fadhila;Positive;setahun lalu;mall yang sangat luass terdapat berbagai macam toko pakaian, makanan, minumam, accessories , dan lain sebagainya. terdapat juga ice skating, mini zoo, taman matahari dan sawah kecil. parkiran yang sangat luas dan terdapat air terjun di lantai paling atas. suasana yang indah bisa melihat kota bandung dari lantai tertinggi pvj;3
https://lh3.googleusercontent.com/a-/ALV-UjUl4KL7cUqfCZBE__GEitvZJM6xiv0xK6VGGJ48RjqgOL0=w45-h45-p-rp-mo-ba3-br100;Abd Fajar;Positive;seminggu lalu;Mall yang ramah keluarga dan menyenangkan untuk sekedar refreshing atau kuliner sambil bawa keluarga khususnya anak-anak;0
https://lh3.googleusercontent.com/a-/ALV-UjWq3p-v3E4sgWfTAV1NWTsB6C7l0YglNVl5TJOpEh64EU9r=w45-h45-p-rp-mo-ba3-br100;Ambu Myriam;Positive;10 bulan lalu;Shoping sambil wisata mini, hutan mini kebun binatang mini,taman mini suasana serasa berasa grand avenue semua branded ada disini n hrs berkantong tebal;0
https://lh3.googleusercontent.com/a-/ALV-UjXr6GgwS_3aZNqJAflA0HWY0XfHl0tKDwPxnZJoo93jP3A=w45-h45-p-rp-mo-ba6-br100;Annissa Saputri;Positive;4 tahun lalu;Suka dengan konsep mall ini karena area rooftopnya disulap jadi back to nature. Ada taman dengan kebun bunga matahari. Harga tiket masuknya Rp10.000. Ada penjaja kuliner tradisional juga di lantai ini. Sementara satu lantai di atasnya ada curug. Banyak spot foto yang instagenic. Penggemar selfie bisa sambangi spot-spot ini.;7
https://lh3.googleusercontent.com/a-/ALV-UjUbaeOTLeY6Xt3LAM85yNjSmp55SIN8M06JXtFaKibvIJk=w45-h45-p-rp-mo-br100;ADARA HOUSE GRUP;Positive;5 bulan lalu;Kalo ke sini itu bawaannya pengen keliling aja, soalnya konsep mall nya keren, luas bgt, serasa outdoor padahal indoor. Banyak banget barang² brandid, tempat makannya juga banyak. Pokonya keren lah, mau nyari barang atau makanan semua ada.;0
https://lh3.googleusercontent.com/a-/ALV-UjVAqCqT7Q3MSyPdRdZIoM9od3Gvb4d-xK4gmYh0_Dkx8NA=w45-h45-p-rp-mo-ba4-br100;Awi D;Positive;setahun lalu;Mall yang selalu saya kunjungi setiap kali ke Bandung. Ada banyak pilihan cafe/coffeeshop. …;0
https://lh3.googleusercontent.com/a-/ALV-UjWySVrgQFhSwqMrZmbQLH80heQjoYDrWHmKSRj381RCQgH4=w45-h45-p-rp-mo-ba4-br100;Natasya Riley;Positive;5 tahun lalu;SERING BANGET KESINI GAK BOSEN sumpah deh;0
https://lh3.googleusercontent.com/a-/ALV-UjUG0B2NzD_6UPQ8H2Qudi3AA3M-5Gubxfe6gx8vZKhgIw=w45-h45-p-rp-mo-ba3-br100;Yiruma;Positive;setahun lalu;Nggk tau kenapa PVJ tuh asik pisan, ada air terjun nya juga lagi... Makan, shopping semua enakeun...;2
https://lh3.googleusercontent.com/a-/ALV-UjXZWDjdFc6lpVfYXpgGDXUfBxQGyx_W6cCd82DKKR7Qec8=w45-h45-p-rp-mo-ba3-br100;Aryo Mahananto;Positive;sebulan lalu;Strategis, pilihan tempat makannya banyak variasi n parkirannya cukup luas, ada di atas n basement.;0
https://lh3.googleusercontent.com/a-/ALV-UjXciSVUwYUefN5SZU14QX0ieBUiSEKg-ay5gCYLSSZMLqo=w45-h45-p-rp-mo-ba3-br100;Aryanti Story;Positive;2 bulan lalu;Kesini rencana mau ke Tom sushi.. tapi antrinya dah panjang.. ga jadi deh.. mampir ke KKV aja.. parkir Mobil kalo weekend sering penuh.. apalagi jam makan siang..;0
https://lh3.googleusercontent.com/a-/ALV-UjUHV-mfQSk2xj7oWisju-r1CN5d5ddjsagavUM6Ofhnex7F=w45-h45-p-rp-mo-ba6-br100;Gani Kurniawan;Positive;2 tahun lalu;Di Paris Van Java ada hal unik yang tentu membuat betah di sana. Bernama Sky Level yang menyajikan liburan bagai di alam bebas.  Di Sky Level ini kita akan disuguhkan pemandangan taman bunga, tanaman serba hijau dan udara sejuk di …;0
https://lh3.googleusercontent.com/a-/ALV-UjV8u5wwQ9D1VkOIg-A1pSYti5H9KdtKHrMU3ZkqMaXqEzY=w45-h45-p-rp-mo-br100;ecco firmansjah;Positive;4 bulan lalu;Ayo blanja sekalian cuci mata 🤣🤣 …;0
https://lh3.googleusercontent.com/a/ACg8ocJazPrGHJyad0_MFt6bfz1QzJXFGDcKyt9-ie3nGF7U=w45-h45-p-rp-mo-br100;Moh Muttaqin;Positive;4 bulan lalu;Kaki harus kuat kalau mau ke sini, karena mallnya luas banget. Hampir selalu ada booth yang display mobil keluaran terbaru. Ada fasilitas ice skating dan taman di rooftop;0
https://lh3.googleusercontent.com/a-/ALV-UjWr2uPXlWgoe04V7yDqpqr8dMVyN94YifkPpiSPGtEUdFRY=w45-h45-p-rp-mo-ba6-br100;Moffy Pamungkas;Positive;5 tahun lalu;Ada banyak merek internasional di sini seperti stradivarius, bershka, zara, topshop, guess, marc jacobs, , fosil,  sushi groove, zenbu, paperlunch, dll. yang merupakan satu-satunya di bandung (sebelum 23paskal) …;16
https://lh3.googleusercontent.com/a-/ALV-UjWJCsTzBzpaofTLGV0CUk9iic7_IImUotJwjLGDOm9IvA=w45-h45-p-rp-mo-ba5-br100;SIM MERIWATI;Positive;6 bulan lalu;Didalem sini termasuk sangat komplit untuk kawasan bandung. Bahkan Sogo, M&S, Adidas, Uniqlo bahkan sampai tempat makan dan restaurant bisa dibilang sangat lengkap disini. Ada outdoor ada indoor, untuk outdoor rata-rata makanan, untuk …;0
https://lh3.googleusercontent.com/a/ACg8ocJruw_jHqXbPPEjhsvu-s4ScY-SiON-jgKYE1IYkLK7XA=w45-h45-p-rp-mo-br100;Bebi Salma;Positive;seminggu lalu;Seru banget nonton disini , tempatnya bersih , banyak tenant makanan yg enak2;0
https://lh3.googleusercontent.com/a-/ALV-UjU0I9LB0gdkTtlG0LCSVLHn_jz5uadOM8vTekixRscgqF43=w45-h45-p-rp-mo-ba5-br100;Aria Wijaya Kartosuwondo;Positive;2 tahun lalu;Mall yang sangat besaaaaaaarrr dan luaaaaaassss tapi segala merek ada disini dan segala apapun yang kita mau pasti ada disini pokoknya mall yang sangat komplit plit plit deh. Anak2 malam mingguan puas banget di mall sini. Mantap.;3
https://lh3.googleusercontent.com/a-/ALV-UjWd6l0tporoWSBgphaEQReSCwbsrWQb2-2dbQj4wydJtPHo=w45-h45-p-rp-mo-ba5-br100;adi wisanggeni;Positive;5 bulan lalu;Lengkap, lebih suka jalan jalan disini. Mau nonton cgv habis seharian olah raga di selfit juga bisa. Sambil belanja dibanyak store dan tempat makan keren. Minusnya bau sampah di pinggir jalan kalo pagi.;0
https://lh3.googleusercontent.com/a-/ALV-UjXI1CnddhNXyoOALUqSueZ1BQIapB6-c0iHfsTJm2SLJY2P=w45-h45-p-rp-mo-ba4-br100;Muzainah 20;Positive;3 tahun lalu;mall nya lengkap ,di lt SI byk spot u foto2 ,ada air terjun buatan ,ice skating jg ,nyaman u klrga d kumpul dg tmn2.....;6
https://lh3.googleusercontent.com/a-/ALV-UjU-fEoqENtSC4AuFFDzgAZtuWzdCgR5oquLJ6Vgu5Mdcw=w45-h45-p-rp-mo-ba3-br100;Azizah Zahra;Positive;setahun lalu;udah sering ke mall pvj tapi baru kali ini ke bagian rooftop mall, masyaAllah bagus.. ada musholla(tp kecil pisan), ada airterjun buatan, trampolin, ice skeating, banyak taman, bahkan ada ternak kambing dan cafe kucing (tp sayang depannya …;3
